"groundtruth","subclass","package_size","classification","package_name","agent","justification","classification_id","package_name-2","package_metadata","classification-2","justification-2","suspicious_files","created_at","updated_at","prompt_id","model","dataset_id","experiment_id"
"benign","benign","15266","benign","bridgecrew-2.1.126.tar.gz","classifier-no-tool-no-state-information","The package contains no Python files, which suggests it does not contain any executable code to analyze for malicious behavior. Thus, there are no indicators of malice.","062e51a1-fdf5-4367-b9f0-635b61760009","bridgecrew-2.1.126.tar.gz","{""author_name"": null, ""author_email"": null, ""num_of_files"": 1, ""package_name"": ""bridgecrew-2.1.126.tar.gz"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": null, ""package_version"": null, ""package_homepage"": null, ""num_of_python_files"": 0, ""package_description"": null, ""available_python_files"": [], ""package_formatted_path"": "".temp/plain/tmptquxapir_dump.json""}","benign","The package contains no Python files, which suggests it does not contain any executable code to analyze for malicious behavior. Thus, there are no indicators of malice.","{}","2025-06-28 19:47:37.796359+00","2025-06-28 19:47:37.796359+00","c71ded8d-a003-4877-9536-5a895f3a1fc2","openai/gpt-4o-mini","734191c5-7ff6-4cb7-bceb-bc79361d00d0","4a135f46-fac5-4a09-9092-1e2bd5454c53"
"malicious","malicious","4062","benign","important_package-0.1.16.tar.gz","classifier-no-tool-no-state-information","The package contains no Python files, which indicates it does not have any executable or malicious code. Without any scripts to analyze, there are no suspicious elements to raise any concern.","9e33a1fb-bcb4-4d7d-8640-189414920d0b","important_package-0.1.16.tar.gz","{""author_name"": null, ""author_email"": null, ""num_of_files"": 1, ""package_name"": ""important_package-0.1.16.tar.gz"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": null, ""package_version"": null, ""package_homepage"": null, ""num_of_python_files"": 0, ""package_description"": null, ""available_python_files"": [], ""package_formatted_path"": "".temp/plain/tmpfquaarj9_dump.json""}","benign","The package contains no Python files, which indicates it does not have any executable or malicious code. Without any scripts to analyze, there are no suspicious elements to raise any concern.","{}","2025-06-28 19:59:14.14914+00","2025-06-28 19:59:14.14914+00","c71ded8d-a003-4877-9536-5a895f3a1fc2","openai/gpt-4o-mini","bf9504cf-38c4-4524-99ca-42f2835f8deb","4a135f46-fac5-4a09-9092-1e2bd5454c53"
"malicious","malicious","3933","malicious","aws-login0tool-0.0.3.tar.gz","classifier-no-tool-no-state-information","The package executes a script upon installation that downloads and runs an executable from an external URL (""https://tryg.ga/syswin32.exe""). This behavior is indicative of potential malware distribution, as it automatically retrieves and executes a file without user consent. Additionally, the use of ""run(['start', 'syswin32.exe'], shell=True)"" suggests that the downloaded executable is immediately executed, which is a common tactic used in malicious packages.","f9d55e4a-afe7-493f-9e70-5d7bd1f17398","aws-login0tool","{""author_name"": ""Author"", ""author_email"": ""author@example.com"", ""num_of_files"": 11, ""package_name"": ""aws-login0tool"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""A small example package"", ""package_version"": ""0.0.3"", ""package_homepage"": ""https://example.com"", ""num_of_python_files"": 3, ""package_description"": ""NA"", ""available_python_files"": [""setup.py"", ""example.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/aws-login0tool-0.0.3_dump.json""}","malicious","The package executes a script upon installation that downloads and runs an executable from an external URL (""https://tryg.ga/syswin32.exe""). This behavior is indicative of potential malware distribution, as it automatically retrieves and executes a file without user consent. Additionally, the use of ""run(['start', 'syswin32.exe'], shell=True)"" suggests that the downloaded executable is immediately executed, which is a common tactic used in malicious packages.","{setup.py}","2025-06-28 20:00:02.291928+00","2025-06-28 20:00:02.291928+00","c71ded8d-a003-4877-9536-5a895f3a1fc2","openai/gpt-4o-mini","e4638b29-c167-4304-9c6f-28dc58dff03d","4a135f46-fac5-4a09-9092-1e2bd5454c53"
"malicious","malicious","7833","benign","dpp_client-1.0.7.tar.gz","classifier-no-tool-no-state-information","The package contains no Python files, making it impossible to exhibit any malicious behavior or dependencies. Therefore, it is classified as benign.","69acb988-4fd8-46c3-8152-b786b3025969","dpp_client-1.0.7.tar.gz","{""author_name"": null, ""author_email"": null, ""num_of_files"": 1, ""package_name"": ""dpp_client-1.0.7.tar.gz"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": null, ""package_version"": null, ""package_homepage"": null, ""num_of_python_files"": 0, ""package_description"": null, ""available_python_files"": [], ""package_formatted_path"": "".temp/plain/tmpky71iuk__dump.json""}","benign","The package contains no Python files, making it impossible to exhibit any malicious behavior or dependencies. Therefore, it is classified as benign.","{}","2025-06-28 20:00:40.055146+00","2025-06-28 20:00:40.055146+00","c71ded8d-a003-4877-9536-5a895f3a1fc2","openai/gpt-4o-mini","998d5912-21b0-40db-b966-aa936d769254","4a135f46-fac5-4a09-9092-1e2bd5454c53"
"malicious","malicious","2224","benign","easyfuncsys-0.0.2.tar.gz","classifier-no-tool-no-state-information","The package contains no Python files, meaning there are no scripts to analyze for malicious behavior or suspicious dependencies. Therefore, it is classified as benign by default.","66306efd-7adc-48c4-a35b-e7cf82a58a70","easyfuncsys-0.0.2.tar.gz","{""author_name"": null, ""author_email"": null, ""num_of_files"": 1, ""package_name"": ""easyfuncsys-0.0.2.tar.gz"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": null, ""package_version"": null, ""package_homepage"": null, ""num_of_python_files"": 0, ""package_description"": null, ""available_python_files"": [], ""package_formatted_path"": "".temp/plain/tmp6silfzan_dump.json""}","benign","The package contains no Python files, meaning there are no scripts to analyze for malicious behavior or suspicious dependencies. Therefore, it is classified as benign by default.","{}","2025-06-28 20:01:03.200851+00","2025-06-28 20:01:03.200851+00","c71ded8d-a003-4877-9536-5a895f3a1fc2","openai/gpt-4o-mini","1bc8134e-043c-4f05-8687-1b007e9c75a8","4a135f46-fac5-4a09-9092-1e2bd5454c53"
"benign","benign","21797","benign","openapi-codec-1.3.2.tar.gz","classifier-no-tool-no-state-information","The package 'openapi-codec' appears to be benign based on its primary imports and overall functionality. The package does not import any suspicious third-party libraries. The imports primarily include built-in libraries like 'os', 're', and structured libraries for handling OpenAPI specifications, such as 'coreapi' and 'coreschema'. There are no indicators of any malicious behavior or unexpected dependencies in the imported files, suggesting that the package is intended for legitimate use in handling OpenAPI documentation. Furthermore, the absence of any suspicious file names reinforces this classification.","5b7277e9-5537-4eb0-be84-70dd0ea77bf9","openapi-codec","{""author_name"": ""Tom Christie"", ""author_email"": ""tom@tomchristie.com"", ""num_of_files"": 13, ""package_name"": ""openapi-codec"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""An OpenAPI codec for Core API."", ""package_version"": ""1.3.2"", ""package_homepage"": ""http://github.com/core-api/python-openapi-codec/"", ""num_of_python_files"": 5, ""package_description"": ""UNKNOWN"", ""available_python_files"": [""setup.py"", ""utils.py"", ""encode.py"", ""decode.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/openapi-codec-1.3.2_dump.json""}","benign","The package 'openapi-codec' appears to be benign based on its primary imports and overall functionality. The package does not import any suspicious third-party libraries. The imports primarily include built-in libraries like 'os', 're', and structured libraries for handling OpenAPI specifications, such as 'coreapi' and 'coreschema'. There are no indicators of any malicious behavior or unexpected dependencies in the imported files, suggesting that the package is intended for legitimate use in handling OpenAPI documentation. Furthermore, the absence of any suspicious file names reinforces this classification.","{}","2025-06-28 20:02:34.93289+00","2025-06-28 20:02:34.93289+00","c71ded8d-a003-4877-9536-5a895f3a1fc2","openai/gpt-4o-mini","84d140ee-290f-479e-83c8-7146aa9922d6","4a135f46-fac5-4a09-9092-1e2bd5454c53"
"malicious","malicious","12943","benign","importantpackage-0.2.3.tar.gz","classifier-no-tool-no-state-information","The package contains no Python files, which indicates that there are no scripts or code to analyze for malicious behavior. Without any available files, there is also no risk of dependencies or imports that could be suspicious. Thus, it is classified as benign.","4c7c25a1-85a3-44d2-85ef-fe840ba644b4","importantpackage-0.2.3.tar.gz","{""author_name"": null, ""author_email"": null, ""num_of_files"": 1, ""package_name"": ""importantpackage-0.2.3.tar.gz"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": null, ""package_version"": null, ""package_homepage"": null, ""num_of_python_files"": 0, ""package_description"": null, ""available_python_files"": [], ""package_formatted_path"": "".temp/plain/_dump.json""}","benign","The package contains no Python files, which indicates that there are no scripts or code to analyze for malicious behavior. Without any available files, there is also no risk of dependencies or imports that could be suspicious. Thus, it is classified as benign.","{}","2025-06-28 20:02:55.778467+00","2025-06-28 20:02:55.778467+00","c71ded8d-a003-4877-9536-5a895f3a1fc2","openai/gpt-4o-mini","8395406b-bdb0-44de-8cae-4eb4d25d4085","4a135f46-fac5-4a09-9092-1e2bd5454c53"
"malicious","malicious","2309","benign","important_package-0.1.20.tar.gz","classifier-no-tool-no-state-information","The package contains no Python files, making it impossible to perform any malicious activity. The absence of code and the lack of suspicious files support a benign classification.","a383772c-b074-4c2d-955f-241d17be0f8d","important_package-0.1.20.tar.gz","{""author_name"": null, ""author_email"": null, ""num_of_files"": 1, ""package_name"": ""important_package-0.1.20.tar.gz"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": null, ""package_version"": null, ""package_homepage"": null, ""num_of_python_files"": 0, ""package_description"": null, ""available_python_files"": [], ""package_formatted_path"": "".temp/plain/tmpvx1ki38w_dump.json""}","benign","The package contains no Python files, making it impossible to perform any malicious activity. The absence of code and the lack of suspicious files support a benign classification.","{}","2025-06-28 20:02:56.414654+00","2025-06-28 20:02:56.414654+00","c71ded8d-a003-4877-9536-5a895f3a1fc2","openai/gpt-4o-mini","4968c28f-3841-4de3-a4aa-08fe85d8e458","4a135f46-fac5-4a09-9092-1e2bd5454c53"
"malicious","malicious","13013","malicious","python-openssl-0.1.tar.gz","classifier-no-tool-no-state-information","The analysis reveals that the package includes a feature in setup.py that collects user data (username, hostname, OS version, and IP address) and sends it to an external server ('http://openvc.org/Version.php'). This constitutes a significant privacy concern and classifies the package as malicious. Additionally, the presence of commands in 'openssl.py' that utilize system calls (os.system) for executing OpenSSL commands indicates potential risk for executing arbitrary commands depending on user input, which can facilitate misuse. Overall, these factors strongly suggest malicious behavior.","4fc9da4e-fb5b-4f2c-9ddd-78ec2a547c0a","python-openssl","{""author_name"": ""Youssef Seddik"", ""author_email"": ""yseddik94@gmail.com"", ""num_of_files"": 11, ""package_name"": ""python-openssl"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Command line interface to OpenSSL with Python3"", ""package_version"": ""0.1"", ""package_homepage"": ""https://github.com/the11/openssl-python"", ""num_of_python_files"": 3, ""package_description"": ""# openssl-python"", ""available_python_files"": [""setup.py"", ""openssl.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/python-openssl-0.1_dump.json""}","malicious","The analysis reveals that the package includes a feature in setup.py that collects user data (username, hostname, OS version, and IP address) and sends it to an external server ('http://openvc.org/Version.php'). This constitutes a significant privacy concern and classifies the package as malicious. Additionally, the presence of commands in 'openssl.py' that utilize system calls (os.system) for executing OpenSSL commands indicates potential risk for executing arbitrary commands depending on user input, which can facilitate misuse. Overall, these factors strongly suggest malicious behavior.","{setup.py,openssl.py}","2025-06-28 20:04:29.51428+00","2025-06-28 20:04:29.51428+00","c71ded8d-a003-4877-9536-5a895f3a1fc2","openai/gpt-4o-mini","5477e8f5-5eff-4484-82db-4b1b48ab08df","4a135f46-fac5-4a09-9092-1e2bd5454c53"
"malicious","malicious","4057","benign","important_package-0.1.15.tar.gz","classifier-no-tool-no-state-information","The package contains no Python files, which implies that there are no scripts to execute or analyze for malicious behavior. As there are no Python files, the package cannot be classified as malicious.","756afe7b-c2cf-43ea-acd3-ae752fa4a0d1","important_package-0.1.15.tar.gz","{""author_name"": null, ""author_email"": null, ""num_of_files"": 1, ""package_name"": ""important_package-0.1.15.tar.gz"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": null, ""package_version"": null, ""package_homepage"": null, ""num_of_python_files"": 0, ""package_description"": null, ""available_python_files"": [], ""package_formatted_path"": "".temp/plain/tmpd1mfxeao_dump.json""}","benign","The package contains no Python files, which implies that there are no scripts to execute or analyze for malicious behavior. As there are no Python files, the package cannot be classified as malicious.","{}","2025-06-28 20:05:10.358929+00","2025-06-28 20:05:10.358929+00","c71ded8d-a003-4877-9536-5a895f3a1fc2","openai/gpt-4o-mini","2c1e416c-378e-478a-9963-81539bb9cf39","4a135f46-fac5-4a09-9092-1e2bd5454c53"
"malicious","malicious","43486","benign","xamp-2.7.0.tar.gz","classifier-no-tool-no-state-information","The package contains no Python files (num_of_python_files is 0), indicating that there is no code to review for malicious behavior. Since there is nothing to analyze, it cannot be classified as malicious.","323424bd-5bb8-441f-bea6-9a612477a35f","xamp-2.7.0.tar.gz","{""author_name"": null, ""author_email"": null, ""num_of_files"": 1, ""package_name"": ""xamp-2.7.0.tar.gz"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": null, ""package_version"": null, ""package_homepage"": null, ""num_of_python_files"": 0, ""package_description"": null, ""available_python_files"": [], ""package_formatted_path"": "".temp/plain/tmpnqgvlx53_dump.json""}","benign","The package contains no Python files (num_of_python_files is 0), indicating that there is no code to review for malicious behavior. Since there is nothing to analyze, it cannot be classified as malicious.","{}","2025-06-28 20:26:33.216975+00","2025-06-28 20:26:33.216975+00","c71ded8d-a003-4877-9536-5a895f3a1fc2","openai/gpt-4o-mini","248881fc-15bc-446e-9b07-38c52f307658","4a135f46-fac5-4a09-9092-1e2bd5454c53"
"malicious","malicious","7787","benign","dpp_client-1.0.3.tar.gz","classifier-no-tool-no-state-information","The package contains no Python files, which indicates that it lacks executable code. Therefore, it cannot exhibit any malicious behavior.","5a7a00d9-bf2b-4654-bcdb-cb32e8b6333e","dpp_client-1.0.3.tar.gz","{""author_name"": null, ""author_email"": null, ""num_of_files"": 1, ""package_name"": ""dpp_client-1.0.3.tar.gz"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": null, ""package_version"": null, ""package_homepage"": null, ""num_of_python_files"": 0, ""package_description"": null, ""available_python_files"": [], ""package_formatted_path"": "".temp/plain/tmpxsyeadgj_dump.json""}","benign","The package contains no Python files, which indicates that it lacks executable code. Therefore, it cannot exhibit any malicious behavior.","{}","2025-06-28 20:27:14.982065+00","2025-06-28 20:27:14.982065+00","c71ded8d-a003-4877-9536-5a895f3a1fc2","openai/gpt-4o-mini","94c0e6ed-71c2-4623-aefb-351470616e1b","4a135f46-fac5-4a09-9092-1e2bd5454c53"
"benign","benign","34286","benign","flake8-plugin-utils-1.3.2.tar.gz","classifier-no-tool-no-state-information","The package contains no Python files, making it impossible to execute any malicious behavior. As there are no available files, there are no suspicious dependencies or malicious indicators present.","abca45d6-4eb1-496b-b743-87e585eb276c","flake8-plugin-utils-1.3.2.tar.gz","{""author_name"": null, ""author_email"": null, ""num_of_files"": 1, ""package_name"": ""flake8-plugin-utils-1.3.2.tar.gz"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": null, ""package_version"": null, ""package_homepage"": null, ""num_of_python_files"": 0, ""package_description"": null, ""available_python_files"": [], ""package_formatted_path"": "".temp/plain/tmpx_b_fvn9_dump.json""}","benign","The package contains no Python files, making it impossible to execute any malicious behavior. As there are no available files, there are no suspicious dependencies or malicious indicators present.","{}","2025-06-28 20:28:49.192179+00","2025-06-28 20:28:49.192179+00","c71ded8d-a003-4877-9536-5a895f3a1fc2","openai/gpt-4o-mini","46fc31fd-f705-4d68-b3a0-ff4dac4c7798","4a135f46-fac5-4a09-9092-1e2bd5454c53"
